0.Gender,1.Age,2.Exercise_importance,3.Fitness_level,4.Regularity,7.Do_you,8.Time,9.Time_spent,10.Balanced_diet,12.Health_level,13.Recommend_fitness,14.Equipment,5.Barriers,6.Exercises,11.prevents_balanced,15.Motivation
Male,19 to 25,5,Unfit,2 to 3 times a week,Alone,Early morning,1 hour,Not always,1,Yes,No,I can't stay motivated,Lifting weights,Ease of access to fast food,I want to achieve a sporting goal
Male,15 to 18,3,Good,Never,With a group,Early morning,I don't really exercise,No,3,Yes,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Good,Never,With a group,Early morning,I don't really exercise,No,3,Yes,No,I don't really enjoy exercising,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to relieve stress
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Gym,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Gym,Lack of time,I want to relieve stress
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Swimming,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Swimming,Lack of time,I want to relieve stress
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Lifting weights,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Lifting weights,Lack of time,I want to relieve stress
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Walking or jogging,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Walking or jogging,Lack of time,I want to relieve stress
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Gym,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Gym,Lack of time,I want to relieve stress
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Swimming,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Swimming,Lack of time,I want to relieve stress
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Lifting weights,Lack of time,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,Travel,Lifting weights,Lack of time,I want to relieve stress
Male,40 and above,3,Average,Never,Alone,Early morning,30 minutes,Yes,4,Yes,Yes,I have an injury,Yoga,Lack of time,I want to be flexible
Male,40 and above,3,Average,Never,Alone,Early morning,30 minutes,Yes,4,Yes,Yes,I have an injury,I don't really exercise,Lack of time,I want to be flexible
Male,40 and above,3,Average,Never,Alone,Early morning,30 minutes,Yes,4,Yes,Yes,Allergies,Yoga,Lack of time,I want to be flexible
Male,40 and above,3,Average,Never,Alone,Early morning,30 minutes,Yes,4,Yes,Yes,Allergies,I don't really exercise,Lack of time,I want to be flexible
Male,40 and above,5,Good,3 to 4 times a week,Alone,Evening,1 hour,Yes,4,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Male,40 and above,5,Good,3 to 4 times a week,Alone,Evening,1 hour,Yes,4,Yes,Yes,I don't have enough time,Gym,Temptation and cravings,I want to be fit
Female,15 to 18,3,Average,Never,Alone,Evening,I don't really exercise,Not always,3,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
Female,15 to 18,3,Average,Never,Alone,Evening,I don't really exercise,Not always,3,Yes,No,I don't really enjoy exercising,Walking or jogging,Temptation and cravings,I want to lose weight
Male,30 to 40,4,Average,1 to 2 times a week,With a group,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Team sport,Temptation and cravings,I want to relieve stress
Male,15 to 18,4,Very good,2 to 3 times a week,With a friend,Evening,30 minutes,Not always,3,No,No,I can't stay motivated,Gym,Temptation and cravings,I want to lose weight
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Gym,Ease of access to fast food,I want to be fit
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Gym,Ease of access to fast food,I want to increase muscle mass and strength
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Gym,Ease of access to fast food,I want to be flexible
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Gym,Ease of access to fast food,I want to achieve a sporting goal
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Team sport,Ease of access to fast food,I want to be fit
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Team sport,Ease of access to fast food,I want to increase muscle mass and strength
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Team sport,Ease of access to fast food,I want to be flexible
Male,15 to 18,5,Good,5 to 6 times a week,With a friend,Evening,2 hours,No,3,Yes,No,I have an injury,Team sport,Ease of access to fast food,I want to achieve a sporting goal
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Lack of time,I want to be fit
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Lack of time,I want to lose weight
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Lack of time,I want to relieve stress
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to lose weight
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to relieve stress
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Lifting weights,Lack of time,I want to be fit
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Lifting weights,Lack of time,I want to lose weight
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Lifting weights,Lack of time,I want to relieve stress
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Lifting weights,Temptation and cravings,I want to be fit
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Lifting weights,Temptation and cravings,I want to lose weight
Female,26 to 30,5,Good,5 to 6 times a week,Alone,Afternoon,1 hour,Not always,3,Yes,No,I don't have enough time,Lifting weights,Temptation and cravings,I want to relieve stress
Female,19 to 25,3,Very good,1 to 2 times a week,Alone,Early morning,30 minutes,Yes,4,No,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to be fit
Female,19 to 25,3,Very good,1 to 2 times a week,Alone,Early morning,30 minutes,Yes,4,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Female,40 and above,4,Average,3 to 4 times a week,With a group,Early morning,2 hours,Yes,3,Yes,No,I'll become too tired,Yoga,Ease of access to fast food,I want to lose weight
Female,40 and above,4,Average,3 to 4 times a week,With a group,Early morning,2 hours,Yes,3,Yes,No,I'll become too tired,Yoga,Ease of access to fast food,I want to be flexible
Female,40 and above,4,Average,3 to 4 times a week,With a group,Early morning,2 hours,Yes,3,Yes,No,I'll become too tired,Yoga,Ease of access to fast food,I want to relieve stress
Female,40 and above,4,Average,3 to 4 times a week,With a group,Early morning,2 hours,Yes,3,Yes,No,I'll become too tired,Yoga,Temptation and cravings,I want to lose weight
Female,40 and above,4,Average,3 to 4 times a week,With a group,Early morning,2 hours,Yes,3,Yes,No,I'll become too tired,Yoga,Temptation and cravings,I want to be flexible
Female,40 and above,4,Average,3 to 4 times a week,With a group,Early morning,2 hours,Yes,3,Yes,No,I'll become too tired,Yoga,Temptation and cravings,I want to relieve stress
Female,19 to 25,4,Unfit,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Female,19 to 25,4,Unfit,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
Female,19 to 25,4,Unfit,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be flexible
Female,19 to 25,4,Unfit,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be fit
Female,19 to 25,4,Unfit,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
Female,19 to 25,4,Unfit,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be flexible
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to be fit
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to lose weight
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be fit
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Gym,Ease of access to fast food,I want to be fit
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Gym,Ease of access to fast food,I want to lose weight
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Gym,Temptation and cravings,I want to be fit
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Gym,Temptation and cravings,I want to lose weight
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Zumba dance,Ease of access to fast food,I want to be fit
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Zumba dance,Ease of access to fast food,I want to lose weight
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Zumba dance,Temptation and cravings,I want to be fit
Female,19 to 25,3,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I'll become too tired,Zumba dance,Temptation and cravings,I want to lose weight
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Gym,Cost,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Gym,Cost,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Gym,Ease of access to fast food,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Gym,Ease of access to fast food,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Gym,Temptation and cravings,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Yoga,Cost,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Yoga,Cost,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Yoga,Ease of access to fast food,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Yoga,Ease of access to fast food,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Yoga,Temptation and cravings,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I don't have enough time,Yoga,Temptation and cravings,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Gym,Cost,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Gym,Cost,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Gym,Ease of access to fast food,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Gym,Ease of access to fast food,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Gym,Temptation and cravings,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Gym,Temptation and cravings,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Yoga,Cost,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Yoga,Cost,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Yoga,Ease of access to fast food,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Yoga,Ease of access to fast food,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Yoga,Temptation and cravings,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,Alone,Early morning,30 minutes,No,4,No,No,I can't stay motivated,Yoga,Temptation and cravings,I want to be flexible
Male,30 to 40,5,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,4,Yes,No,I can't stay motivated,Walking or jogging,Lack of time,I want to relieve stress
Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,2,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
Male,30 to 40,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,Yes,No,I don't have enough time,I don't really exercise,Lack of time,I want to relieve stress
Male,30 to 40,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,Yes,No,I'll become too tired,I don't really exercise,Lack of time,I want to relieve stress
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I don't have enough time,I don't really exercise,Lack of time,I want to be fit
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I don't have enough time,I don't really exercise,Lack of time,I want to lose weight
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to be fit
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to lose weight
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I can't stay motivated,I don't really exercise,Lack of time,I want to be fit
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I can't stay motivated,I don't really exercise,Lack of time,I want to lose weight
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be fit
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Evening,I don't really exercise,Not always,2,No,Yes,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to lose weight
Female,15 to 18,5,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,4,Yes,No,I don't have enough time,Walking or jogging,Lack of time,I want to be flexible
Female,19 to 25,2,Unfit,Never,I don't really exercise,Early morning,I don't really exercise,No,3,Yes,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to lose weight
Female,19 to 25,2,Unfit,Never,I don't really exercise,Early morning,I don't really exercise,No,3,Yes,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be flexible
Female,19 to 25,5,Good,Never,I don't really exercise,Evening,I don't really exercise,Not always,1,Yes,No,I'll become too tired,Zumba dance,Lack of time,I want to relieve stress
Female,15 to 18,3,Good,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,4,Yes,No,I don't have enough time,Walking or jogging,Lack of time,I want to lose weight
Male,19 to 25,4,Average,Never,I don't really exercise,Evening,1 hour,Not always,3,Yes,No,I don't have enough time,Swimming,Lack of time,I want to be fit
Female,15 to 18,4,Good,2 to 3 times a week,With a friend,Early morning,1 hour,Not always,3,No,No,I exercise regularly with no barriers,Gym,Temptation and cravings,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,With a friend,Early morning,1 hour,Not always,3,No,No,I exercise regularly with no barriers,Gym,Temptation and cravings,I want to relieve stress
Female,15 to 18,4,Good,2 to 3 times a week,With a friend,Early morning,1 hour,Not always,3,No,No,I exercise regularly with no barriers,Zumba dance,Temptation and cravings,I want to be flexible
Female,15 to 18,4,Good,2 to 3 times a week,With a friend,Early morning,1 hour,Not always,3,No,No,I exercise regularly with no barriers,Zumba dance,Temptation and cravings,I want to relieve stress
Female,15 to 18,5,Average,Never,I don't really exercise,Evening,I don't really exercise,Not always,3,Yes,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be fit
Female,15 to 18,5,Average,Never,I don't really exercise,Evening,I don't really exercise,Not always,3,Yes,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be flexible
Female,15 to 18,5,Average,Never,I don't really exercise,Evening,I don't really exercise,Not always,3,Yes,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to relieve stress
Female,19 to 25,4,Average,Everyday,Alone,Early morning,30 minutes,Not always,4,No,Yes,I can't stay motivated,Gym,Ease of access to fast food,I want to be fit
Female,19 to 25,4,Average,Everyday,Alone,Early morning,30 minutes,Not always,4,No,Yes,I can't stay motivated,Gym,Ease of access to fast food,I want to lose weight
Female,19 to 25,4,Average,Everyday,Alone,Early morning,30 minutes,Not always,4,No,Yes,I can't stay motivated,Gym,Temptation and cravings,I want to be fit
Female,19 to 25,4,Average,Everyday,Alone,Early morning,30 minutes,Not always,4,No,Yes,I can't stay motivated,Gym,Temptation and cravings,I want to lose weight
Male,19 to 25,4,Perfect,3 to 4 times a week,Alone,Evening,1 hour,Not always,5,Yes,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to be fit
Male,19 to 25,4,Perfect,3 to 4 times a week,Alone,Evening,1 hour,Not always,5,Yes,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to increase muscle mass and strength
Male,19 to 25,4,Perfect,3 to 4 times a week,Alone,Evening,1 hour,Not always,5,Yes,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to relieve stress
Male,19 to 25,4,Perfect,3 to 4 times a week,Alone,Evening,1 hour,Not always,5,Yes,Yes,I don't have enough time,Gym,Lack of time,I want to be fit
Male,19 to 25,4,Perfect,3 to 4 times a week,Alone,Evening,1 hour,Not always,5,Yes,Yes,I don't have enough time,Gym,Lack of time,I want to increase muscle mass and strength
Male,19 to 25,4,Perfect,3 to 4 times a week,Alone,Evening,1 hour,Not always,5,Yes,Yes,I don't have enough time,Gym,Lack of time,I want to relieve stress
Female,19 to 25,4,Average,1 to 2 times a week,With a friend,Early morning,1 hour,No,2,No,No,I can't stay motivated,Walking or jogging,Ease of access to fast food,I want to relieve stress
Female,19 to 25,4,Average,1 to 2 times a week,With a friend,Early morning,1 hour,No,2,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to relieve stress
Female,19 to 25,4,Average,1 to 2 times a week,With a friend,Early morning,1 hour,No,2,No,No,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to relieve stress
Female,19 to 25,4,Average,1 to 2 times a week,With a friend,Early morning,1 hour,No,2,No,No,I'll become too tired,Walking or jogging,Temptation and cravings,I want to relieve stress
Female,15 to 18,5,Good,Everyday,Alone,Evening,1 hour,Not always,3,Yes,No,I exercise regularly with no barriers,Gym,Temptation and cravings,I want to lose weight
Female,19 to 25,5,Good,Everyday,Alone,Early morning,1 hour,No,3,No,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to achieve a sporting goal
Female,19 to 25,5,Good,Everyday,Alone,Early morning,1 hour,No,3,No,Yes,I'll become too tired,Walking or jogging,Lack of time,I want to achieve a sporting goal
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Lack of time,I want to be fit
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Lack of time,I want to increase muscle mass and strength
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Lack of time,I want to lose weight
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Lack of time,I want to be flexible
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Temptation and cravings,I want to increase muscle mass and strength
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Temptation and cravings,I want to lose weight
Female,19 to 25,4,Good,2 to 3 times a week,With a group,Evening,2 hours,Not always,3,No,No,I don't have enough time,Gym,Temptation and cravings,I want to be flexible
Female,15 to 18,5,Perfect,Everyday,Alone,Evening,1 hour,Yes,4,Yes,Yes,I don't have enough time,Gym,Temptation and cravings,I want to be fit
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I don't have enough time,Team sport,Temptation and cravings,I want to be fit
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I don't have enough time,Team sport,Temptation and cravings,I want to increase muscle mass and strength
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be fit
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Team sport,Temptation and cravings,I want to be fit
Male,19 to 25,3,Very good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Team sport,Temptation and cravings,I want to increase muscle mass and strength
Female,19 to 25,3,Average,1 to 2 times a week,Alone,Early morning,I don't really exercise,Not always,3,Yes,No,I don't have enough time,Walking or jogging,Lack of time,I want to be fit
Female,15 to 18,4,Good,1 to 2 times a week,With a friend,Evening,30 minutes,No,4,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Male,15 to 18,3,Perfect,Never,Alone,Early morning,1 hour,No,5,No,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Male,15 to 18,3,Perfect,Never,Alone,Early morning,1 hour,No,5,No,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to be fit
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to lose weight
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to be flexible
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to relieve stress
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be flexible
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to relieve stress
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Gym,Ease of access to fast food,I want to be fit
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Gym,Ease of access to fast food,I want to lose weight
Female,15 to 18,4,Good,3 to 4 times a week,Alone,Early morning,1 hour,Not always,2,Yes,No,I don't have enough time,Gym,Ease of access to fast food,I want to be flexible
